종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
236350,4,TIGER 인도니프티50레버리지(합성),25095,2,115,0.46,,30.0259,31250,783,276,해외 주식,TIGER,False,True,False
385710,2,TIMEFOLIO BBIG액티브,11455,2,105,0.93,11492.0,15.5903,30709,350,275,국내 업종/테마,TIMEFOLIO,False,False,False
213630,4,ARIRANG 미국다우존스고배당주(합성 H),15820,2,110,0.7,,-0.5657,4301,67,274,해외 주식,ARIRANG,False,False,True
287180,4,ARIRANG 미국나스닥기술주,24860,2,10,0.04,,18.8336,14006,348,273,해외 주식,ARIRANG,False,False,False
253250,3,KOSEF 200선물레버리지,24050,2,295,1.24,24053.0,-6.9273,6688,160,272,국내 파생,KOSEF,False,True,False
114100,6,KBSTAR 국고채3년,112890,5,-65,-0.06,112896.0,0.0709,140,15,271,채권,KBSTAR,False,False,False
266410,2,KODEX 필수소비재,9655,5,-30,-0.31,9652.0,-6.9846,8083,78,270,국내 업종/테마,KODEX,False,False,False
277540,4,KINDEX S&P아시아TOP50,14965,5,-205,-1.35,,-6.3224,3719,55,269,해외 주식,KINDEX,False,False,False
250780,3,TIGER 코스닥150선물인버스,4265,5,-30,-0.7,4274.0,-9.1587,238423,1019,269,국내 파생,TIGER,True,False,False
211900,2,KODEX 배당성장,16295,5,-25,-0.15,16296.0,2.3233,42365,689,261,국내 업종/테마,KODEX,False,False,False
117460,2,KODEX 에너지화학,19425,2,110,0.57,19489.0,-2.0177,4588,88,258,국내 업종/테마,KODEX,False,False,False
390390,4,KODEX 미국반도체MV,10630,5,-35,-0.33,,,26018,276,255,해외 주식,KODEX,False,False,False
138910,5,KODEX 구리선물(H),7920,2,50,0.64,,-6.0499,80646,637,253,원자재,KODEX,False,False,True
252410,3,KBSTAR 200선물인버스,4960,5,-30,-0.6,4962.0,3.1185,2472,12,243,국내 파생,KBSTAR,True,False,False
368680,2,KODEX Fn K-뉴딜디지털플러스,13390,2,30,0.22,13431.0,6.1014,1358,18,241,국내 업종/테마,KODEX,False,False,False
261250,7,KODEX 미국달러선물레버리지,9665,5,-60,-0.62,9674.0,7.3888,90276,870,240,기타,KODEX,False,True,False
276990,4,KODEX 글로벌4차산업로보틱스(합성),18840,2,120,0.64,,11.1176,32708,614,239,해외 주식,KODEX,False,False,False
239660,6,ARIRANG 우량회사채50 1년,108655,5,-5,0.0,108650.0,0.0046,4480,486,239,채권,ARIRANG,False,False,False
381560,2,HANARO Fn전기&수소차,10650,2,105,1.0,10655.0,3.2977,64751,689,234,국내 업종/테마,HANARO,False,False,False
377990,2,TIGER Fn신재생에너지,10595,2,50,0.47,10608.0,-0.5165,63157,668,233,국내 업종/테마,TIGER,False,False,False
160580,5,TIGER 구리실물,9905,2,15,0.15,,-7.5595,12833,126,233,원자재,TIGER,False,False,False
285690,2,FOCUS ESG리더스,11815,2,50,0.42,11844.0,-3.1558,65,0,230,국내 업종/테마,FOCUS,False,False,False
322410,2,HANARO 고배당,11510,5,-50,-0.43,11509.0,4.0687,9345,107,230,국내 업종/테마,HANARO,False,False,False
300640,2,KBSTAR 게임테마,16295,2,275,1.72,16293.0,5.4351,44160,714,228,국내 업종/테마,KBSTAR,False,False,False
227570,2,TIGER 우량가치,12865,2,10,0.08,12866.0,-0.5796,329,4,228,국내 업종/테마,TIGER,False,False,False
139250,2,TIGER 200 에너지화학,20200,2,185,0.92,20205.0,-2.5567,76964,1547,226,국내 업종/테마,TIGER,False,False,False
138520,2,TIGER 삼성그룹펀더멘털,12390,2,60,0.49,12429.0,-0.88,4295,53,225,국내 업종/테마,TIGER,False,False,False
332610,6,ARIRANG 미국단기우량회사채,97910,5,-570,-0.58,,3.6084,554,54,225,채권,ARIRANG,False,False,False
225130,4,KINDEX 골드선물 레버리지(합성 H),17250,5,-30,-0.17,,-10.1563,1533,26,224,해외 주식,KINDEX,False,True,True
140710,2,KODEX 운송,6925,5,-20,-0.29,6942.0,-6.9221,27365,190,222,국내 업종/테마,KODEX,False,False,False
237370,7,KODEX 배당성장채권혼합,12230,5,-15,-0.12,12237.0,0.6998,2403,29,220,기타,KODEX,False,False,False
304660,6,KODEX 미국채울트라30년선물(H),12680,2,20,0.16,,7.8231,25975,329,216,채권,KODEX,False,False,True
225800,3,KOSEF 미국달러선물레버리지,9205,5,-45,-0.49,9215.0,7.7238,1294,11,215,국내 파생,KOSEF,False,True,False
365040,1,TIGER AI코리아그로스액티브,14145,2,135,0.96,14158.0,-0.5624,1932,27,212,국내 시장지수,TIGER,False,False,False
306950,3,KODEX KRX300레버리지,20935,2,285,1.38,20959.0,-5.1213,4048,84,209,국내 파생,KODEX,False,True,False
337150,2,KODEX 200exTOP,14620,2,70,0.48,14634.0,-1.6813,1,0,205,국내 업종/테마,KODEX,False,False,False
388420,2,KBSTAR 비메모리반도체액티브,10110,2,155,1.56,10139.0,,124778,1256,204,국내 업종/테마,KBSTAR,False,False,False
210780,2,TIGER 코스피고배당,15330,5,-10,-0.07,15331.0,3.4762,21513,330,202,국내 업종/테마,TIGER,False,False,False
218420,4,KODEX 미국S&P에너지(합성),6600,2,160,2.48,,-7.4983,19028,124,201,해외 주식,KODEX,False,False,False
223190,2,KODEX 200가치저변동,11125,2,70,0.63,11128.0,-4.6293,560,6,200,국내 업종/테마,KODEX,False,False,False
143460,2,KINDEX 밸류대형,9935,2,65,0.66,9930.0,-5.0646,20,0,199,국내 업종/테마,KINDEX,False,False,False
292730,1,FOCUS KRX300,19500,3,0,0.0,19497.0,-1.9115,0,0,195,국내 시장지수,FOCUS,False,False,False
278620,6,ARIRANG 단기채권액티브,106085,3,0,0.0,106086.0,0.0188,360,38,193,채권,ARIRANG,False,False,False
289040,2,KODEX MSCI KOREA ESG유니버설,12515,2,55,0.44,12577.0,-3.1347,327,4,188,국내 업종/테마,KODEX,False,False,False
329660,7,KODEX TRF5050,12495,5,-10,-0.08,12492.0,5.6213,8065,100,187,기타,KODEX,False,False,False
248270,4,TIGER S&P글로벌헬스케어(합성),18705,2,160,0.86,,16.0,7093,132,187,해외 주식,TIGER,False,False,False
200030,4,KODEX 미국S&P산업재(합성),21355,2,155,0.73,,3.3639,4395,93,187,해외 주식,KODEX,False,False,False
152380,6,KODEX 국채선물10년,70425,5,-25,-0.04,70429.0,2.3842,4455,313,186,채권,KODEX,False,False,False
102960,2,KODEX 기계장비,5895,2,45,0.77,5917.0,-4.4571,86028,506,184,국내 업종/테마,KODEX,False,False,False
316670,1,KOSEF 코스닥150,7575,2,50,0.66,7636.0,8.0599,19601,147,183,국내 시장지수,KOSEF,False,False,False
211560,2,TIGER 배당성장,20220,5,-5,-0.02,20195.0,2.4316,9489,191,182,국내 업종/테마,TIGER,False,False,False
138530,2,TIGER LG그룹+펀더멘털,11215,2,310,2.84,11212.0,-6.1507,53661,595,182,국내 업종/테마,TIGER,False,False,False
237350,1,KODEX 코스피100,32160,2,220,0.69,32189.0,-3.3073,1027,32,177,국내 시장지수,KODEX,False,False,False
329670,7,KODEX TRF7030,13545,2,5,0.04,13499.0,7.8853,28395,384,176,기타,KODEX,False,False,False
360140,2,KODEX 200롱코스닥150숏선물,10935,2,45,0.41,10929.0,-11.8146,76,0,175,국내 업종/테마,KODEX,False,False,False
292500,1,SOL KRX300,19390,2,85,0.44,19446.0,-2.5629,2062,39,175,국내 시장지수,SOL,False,False,False
280320,4,KINDEX 미국IT인터넷S&P(합성 H),21770,5,-45,-0.21,,10.3675,733,15,174,해외 주식,KINDEX,False,False,True
371130,4,KINDEX 블룸버그베트남VN30선물레버리지(H),19345,2,55,0.29,,-10.2529,3151,60,174,해외 주식,KINDEX,False,True,True
230480,3,KOSEF 미국달러선물인버스2X,8135,2,40,0.49,8135.0,-7.9231,4117,33,172,국내 파생,KOSEF,True,False,False
304760,1,HANARO KRX300,19155,2,125,0.66,19181.0,-2.1956,54,1,172,국내 시장지수,HANARO,False,False,False
238720,4,KINDEX 일본Nikkei225(H),19090,2,470,2.52,,-0.157,1923,36,172,해외 주식,KINDEX,False,False,True
140700,2,KODEX 보험,6830,2,10,0.15,6839.0,4.1158,45886,313,164,국내 업종/테마,KODEX,False,False,False
272910,6,KINDEX 중장기국공채액티브,101520,5,-50,-0.05,101491.0,0.7392,2,0,159,채권,KINDEX,False,False,False
245350,4,TIGER 유로스탁스배당30,13280,2,45,0.34,,2.5878,2515,33,159,해외 주식,TIGER,False,False,False
225050,4,TIGER 유로스탁스레버리지(합성 H),10620,2,60,0.57,,6.6265,1326,14,159,해외 주식,TIGER,False,True,True
153270,1,KOSEF 코스피100,31715,2,225,0.71,31715.0,-3.3374,60,1,159,국내 시장지수,KOSEF,False,False,False
367740,2,HANARO Fn5G산업,13375,2,130,0.98,13391.0,1.6723,11415,152,154,국내 업종/테마,HANARO,False,False,False
183700,7,KBSTAR 채권혼합,64050,2,230,0.36,64078.0,-0.7208,6,0,154,기타,KBSTAR,False,False,False
241390,7,KBSTAR V&S셀렉트밸류채권혼합,12605,2,25,0.2,12612.0,-0.198,6160,77,151,기타,KBSTAR,False,False,False
182490,6,TIGER 단기선진하이일드(합성 H),12580,2,5,0.04,,1.166,941,11,151,채권,TIGER,False,False,True
284430,6,KODEX 200미국채혼합,13455,5,-25,-0.19,13457.0,2.3583,5240,70,151,채권,KODEX,False,False,False
361590,2,KBSTAR 코스피ex200,15015,2,75,0.5,15011.0,1.4869,21,0,150,국내 업종/테마,KBSTAR,False,False,False
390400,4,KODEX 미국스마트모빌리티S&P,9370,2,25,0.27,,,22841,213,150,해외 주식,KODEX,False,False,False
122090,1,ARIRANG 코스피50,29230,2,180,0.62,29303.0,-3.0032,198,5,149,국내 시장지수,ARIRANG,False,False,False
292050,1,KBSTAR KRX300,19565,2,150,0.77,19570.0,-2.0771,4263,83,147,국내 시장지수,KBSTAR,False,False,False
307010,3,KBSTAR KRX300레버리지,20860,2,295,1.43,20871.0,-4.0479,884,18,146,국내 파생,KBSTAR,False,True,False
241180,4,TIGER 일본니케이225,18170,2,340,1.91,,4.3952,32926,592,145,해외 주식,TIGER,False,False,False
276000,4,TIGER 글로벌자원생산기업(합성 H),13205,2,125,0.96,,-6.9088,320,4,145,해외 주식,TIGER,False,False,True
253150,3,ARIRANG 200선물레버리지,48395,2,800,1.68,48421.0,-7.0043,969,46,145,국내 파생,ARIRANG,False,True,False
365780,6,KINDEX 국고채10년,98210,5,-40,-0.04,98148.0,2.398,129,12,144,채권,KINDEX,False,False,False
139240,2,TIGER 200 철강소재,10135,2,25,0.25,10136.0,-0.9287,21259,215,144,국내 업종/테마,TIGER,False,False,False
269420,4,KODEX S&P글로벌인프라(합성),12335,2,45,0.37,,4.8448,15609,191,144,해외 주식,KODEX,False,False,False
391600,4,KINDEX 미국친환경그린테마INDXX,10185,2,70,0.69,,,163456,1663,143,해외 주식,KINDEX,False,False,False
375760,2,HANARO 탄소효율그린뉴딜,10150,2,80,0.79,10153.0,-1.7425,741,7,142,국내 업종/테마,HANARO,False,False,False
140950,1,파워 코스피100,32270,2,210,0.66,32405.0,-3.2065,56,1,142,국내 시장지수,파워,False,False,False
308620,6,KODEX 미국채10년선물,11810,5,-45,-0.38,,5.0711,7780,91,142,채권,KODEX,False,False,False
229720,1,KODEX KTOP30,23270,2,275,1.2,23321.0,0.6705,1835,42,140,국내 시장지수,KODEX,False,False,False
251590,2,ARIRANG 고배당저변동50,11575,5,-20,-0.17,11584.0,-0.899,3291,38,139,국내 업종/테마,ARIRANG,False,False,False
253160,3,ARIRANG 200선물인버스2X,4015,5,-55,-1.35,4013.0,5.3805,35848,144,139,국내 파생,ARIRANG,True,False,False
352560,7,KODEX 다우존스미국리츠(H),15100,2,170,1.14,,9.1829,38369,578,136,기타,KODEX,False,False,True
195920,4,TIGER 일본TOPIX(합성 H),16590,2,325,2.0,,2.6291,30209,497,133,해외 주식,TIGER,False,False,True
360150,2,KODEX 코스닥150롱코스피200숏선물,8665,5,-5,-0.06,8647.0,13.0463,598,5,130,국내 업종/테마,KODEX,False,False,False
253290,7,KBSTAR 헬스케어채권혼합,12835,2,5,0.04,12839.0,4.0113,10733,137,128,기타,KBSTAR,False,False,False
244670,2,KODEX 밸류Plus,10650,2,10,0.09,10639.0,-5.2913,857,9,128,국내 업종/테마,KODEX,False,False,False
104520,2,KOSEF 블루칩,10540,2,45,0.43,10559.0,-2.3623,933,9,126,국내 업종/테마,KOSEF,False,False,False
219900,4,KINDEX 중국본토CSI300레버리지(합성),5270,5,-15,-0.28,,-11.0549,11329,59,126,해외 주식,KINDEX,False,True,False
261070,2,TIGER 코스닥150바이오테크,13130,3,0,0.0,13298.0,5.3772,20053,264,126,국내 업종/테마,TIGER,False,False,False
279540,2,KODEX 최소변동성,12565,2,35,0.28,12571.0,1.2898,6,0,126,국내 업종/테마,KODEX,False,False,False
243890,2,TIGER 200에너지화학레버리지,20905,2,350,1.7,20943.0,-6.882,9899,205,125,국내 업종/테마,TIGER,False,True,False
310080,4,KBSTAR 중국MSCI China(H),12460,2,25,0.2,,-14.4525,184,2,125,해외 주식,KBSTAR,False,False,True
251600,7,ARIRANG 고배당주채권혼합,11245,5,-5,-0.04,11241.0,-0.3986,11684,131,124,기타,ARIRANG,False,False,False
248260,4,TIGER 일본TOPIX헬스케어(합성),12265,2,195,1.62,,11.1967,30265,371,123,해외 주식,TIGER,False,False,False
244620,2,KODEX 모멘텀Plus,13555,2,65,0.48,13548.0,7.4514,778,10,122,국내 업종/테마,KODEX,False,False,False
